tweet_id	text	created_at	retweet_count	user_id	screen_name	#followers	#followings	#statuses	keywords	hashtags	urls
778690946280009732	Genuine #Syria ceasefire essential for ending suffering/restoring political talks. My remarks to #UNSC in full https://t.co/HiTFKvj69l #UNGA	2016-09-21 20:22:43	80	3131144855	Boris Johnson	253222	45	418	[]	['Syria', 'UNSC', 'UNGA']	['http://bit.ly/2dbCEHP']
778684061585858562	Spoke @UN Security Council earlier: #Assad &amp; his sponsors more responsible than anyone for ongoing #Syria slaughter https://t.co/V2nYkNIdvy	2016-09-21 19:55:22	164	3131144855	Boris Johnson	253222	45	418	[]	['Assad', 'Syria']	[]
778597086120075264	RT @UKUN_NewYork: LIVE NOW: UN Security Council meets at ministerial level on #Syria. https://t.co/c7F1YppytP #UNGA https://t.co/vI3VgVwqdD	2016-09-21 14:09:45	44	3131144855	Boris Johnson	253222	45	418	[]	['Syria', 'UNGA']	['https://www.youtube.com/watch?v=S-YO6wabsLQ']
778426445219655680	Only #Russia can bring #Syria conflict suffering to swift end. Also raised w/ #Lavrov need for lasting ceasefire in Eastern #Ukraine (2/2)	2016-09-21 02:51:41	225	3131144855	Boris Johnson	253222	45	418	[]	['Russia', 'Syria', 'Lavrov', 'Ukraine']	[]
778426233302446080	First mtg earlier w/ Russian foreign minister Lavrov.  Discussed #Syria aid convoy attack &amp; need for ceasefire (1/2) https://t.co/2vdbROiyDf	2016-09-21 02:50:51	198	3131144855	Boris Johnson	253222	45	418	[]	['Syria']	[]
778249077096079365	Attended #ISSG mtg earlier. I remain deeply concerned by continued violations of the ceasefire in #Syria, especially by the #Assad regime	2016-09-20 15:06:53	88	3131144855	Boris Johnson	253222	45	418	[]	['ISSG', 'Syria', 'Assad']	[]
777994901992734720	RT @PeterWilson: Foreign Secretary @BorisJohnson walks across #PathtoEquality with pride at #UNGA today https://t.co/wayXTAXjlu	2016-09-19 22:16:53	61	3131144855	Boris Johnson	253222	45	418	[]	['PathtoEquality', 'UNGA']	[]
777944319126802432	Those who carry out torture, massacre, rape &amp; enslavement in the name of #Daesh must face justice @UKUN_NewYork https://t.co/AbFNU1IKq5	2016-09-19 18:55:53	490	3131144855	Boris Johnson	253222	45	418	[]	['Daesh']	[]
777927933553995777	In #NewYork at my first #UNGA week. Will host or take part in meetings on #Daesh, #Syria, #Somalia, #Libya, #Yemen, aviation security &amp; more	2016-09-19 17:50:47	129	3131144855	Boris Johnson	253222	45	418	[]	['NewYork', 'UNGA', 'Daesh', 'Syria', 'Somalia', 'Libya', 'Yemen']	[]
776830990123724801	RT @foreignoffice: UK to double its Marine Protected Areas in the Overseas Territories to help protect #OurOcean's. #GlobalBritain https://…	2016-09-16 17:11:55	173	3131144855	Boris Johnson	253222	45	418	[]	['OurOcean', 'GlobalBritain']	[]
776821887468994564	Paras who fought at #Arnhem were heroes. Privilege to meet some of them - and their 2016 successors @16AirAssltBde https://t.co/r5qKMuBppZ	2016-09-16 16:35:45	556	3131144855	Boris Johnson	253222	45	418	[]	['Arnhem']	[]
776818918778368001	Honoured to lay wreath @CWGC #Arnhem w/ my Dutch colleague #Koenders 72 years after Op #MarketGarden https://t.co/Ct0tOPWHn2	2016-09-16 16:23:57	162	3131144855	Boris Johnson	253222	45	418	[]	['Arnhem', 'Koenders', 'MarketGarden']	[]
