user_screen_name	friend_id	friend_screen_name	friends_#followers	friends_#followings	friends_#statuses
michaelgove	161078090	hsu_steve	2007	0	1173
michaelgove	15626406	michael_nielsen	12355	2041	9813
michaelgove	54645160	DARPA	137731	3112	3908
michaelgove	531971062	itsDanielSuarez	7332	201	1073
michaelgove	93957809	ericschmidt	1302229	235	362
michaelgove	1002014071	FrankWilczek	8823	862	1627
michaelgove	370575135	RobertPlomin	1006	32	41
michaelgove	44196397	elonmusk	5566594	39	2257
michaelgove	131177867	MaryWakefield	1221	97	500
michaelgove	233364902	Atul_Gawande	173539	289	3517
michaelgove	1270579339	notevenwrong	1232	0	323
michaelgove	318063815	SebastianThrun	43131	13	425
michaelgove	532074653	DirkHelbing	1272	4	51
michaelgove	49736166	peterthiel	135110	0	1
michaelgove	37959591	PalantirTech	19088	97	640
michaelgove	1482581556	demishassabis	43881	14	171
michaelgove	841709695	DavidDeutschOxf	6043	30	2089
michaelgove	3092177662	DeBalloonist	243	231	588
michaelgove	487620716	Superforecastr	704	976	2141
michaelgove	384238210	PTetlock	7283	292	604
michaelgove	106204123	JonHaidt	33862	318	1364
michaelgove	804573140	stephenson_pr	462	375	256
michaelgove	51837775	mattwridley	30916	1768	4230
michaelgove	4783690002	DeepMindAI	31350	10	176
michaelgove	239885144	holland_tom	58528	961	102821
michaelgove	58836363	EricPickles	42973	339	4716
michaelgove	71627462	JonahNRO	201792	983	82585
michaelgove	14431416	isaby	13229	1478	6294
michaelgove	737646845745319937	PermSecDfE	311	160	15
michaelgove	19088758	Samfr	23177	912	53214
michaelgove	522600515	Barristerblog	8214	736	34121
michaelgove	1870998606	OborneTweets	35893	315	2272
michaelgove	56169454	Dannythefink	324784	887	39977
michaelgove	17061263	netanyahu	681277	27	2158
michaelgove	171606833	LindaFrum	4834	773	4895
michaelgove	18686907	davidfrum	159389	826	41150
michaelgove	33315010	DavidAllenGreen	85561	1679	52350
michaelgove	2097571	cnni	5610530	363	102637
michaelgove	1367531	FoxNews	11179498	406	273792
michaelgove	14173315	NBCNews	3862201	2928	94033
michaelgove	15012486	CBSNews	4851406	415	108671
michaelgove	28785486	ABC	7658369	799	146232
michaelgove	2884771	Newsweek	2998603	59	81446
michaelgove	14293310	TIME	11746150	842	195785
michaelgove	5988062	TheEconomist	16448174	155	85502
michaelgove	3108351	WSJ	11924801	1076	174890
michaelgove	2467791	washingtonpost	7535806	1298	195538
michaelgove	807095	nytimes	30853879	969	251578
michaelgove	428333	cnnbrk	42825116	122	51691
michaelgove	1652541	Reuters	14999850	1039	162846
michaelgove	51241574	AP	8697764	7274	156434
michaelgove	759251	CNN	28669107	1122	101913
michaelgove	742143	BBCWorld	16148805	70	240756
michaelgove	5402612	BBCBreaking	26085041	3	30025
michaelgove	612473	BBCNews	7256998	87	309629
michaelgove	14569869	Channel4News	1223821	3253	82514
michaelgove	128216887	jonsnowC4	1099509	414	12516
michaelgove	22812734	faisalislam	163623	7287	51524
michaelgove	14157134	Peston	756296	947	15240
michaelgove	25984418	bbcnickrobinson	702213	428	6212
michaelgove	61183568	bbclaurak	535906	1258	21975
michaelgove	60886384	Kevin_Maguire	111899	120	19408
michaelgove	53107828	STJamesl	29222	809	23602
michaelgove	19647329	jameskirkup	35195	1395	11809
michaelgove	22776133	christopherhope	27459	2973	16929
michaelgove	53887085	jameschappers	30296	2952	13793
michaelgove	16133363	ShippersUnbound	50634	3095	22788
michaelgove	20598137	tnewtondunn	45414	1091	14469
michaelgove	498986721	JGForsyth	30119	1202	8181
michaelgove	162044153	IsabelHardman	86224	1828	37228
michaelgove	117366399	FraserNelson	142422	1863	17367
michaelgove	16139649	montie	108235	657	56300
michaelgove	32372694	wallaceme	20094	2286	115450
michaelgove	131859965	PaulGoodmanCH	18273	1019	21690
michaelgove	159992511	ConHome	51411	12	27178
michaelgove	56679400	CCHQPress	43407	2157	34365
michaelgove	19017675	Nigel_Farage	481020	293	10526
michaelgove	3131144855	BorisJohnson	253150	45	418
michaelgove	1225696320	George_Osborne	188305	123	2713
michaelgove	2904343617	WestminsterDUP	850	730	13721
michaelgove	352946007	UKGovScotland	14622	1127	6307
michaelgove	86192099	JamesGrayMP	9218	90	726
michaelgove	467367820	odysseanproject	5630	112	10638
michaelgove	3387244553	MilesBriggsMSP	1596	1167	1622
michaelgove	593840966	GrahamSMSP	1280	638	2448
michaelgove	611149024	AnnieWellsMSP	2628	906	17857
michaelgove	2819139989	1edmountain	1682	615	2717
michaelgove	117048158	claudiabeamish	2782	1159	2544
michaelgove	130133607	John2Win	3483	1631	2583
michaelgove	366057802	Carlaw4Eastwood	4768	885	9897
michaelgove	365037094	murdo_fraser	8884	664	14867
michaelgove	1226204215	ProfTomkins	9375	949	10735
michaelgove	22031058	AdamAfriyie	8065	646	1260
michaelgove	2271025438	neill_bob	2986	851	3493
michaelgove	3036280263	NickGibbMP	5942	977	556
michaelgove	19058678	Mike_Fabricant	23857	966	41201
michaelgove	24199758	darrengrimes_	2281	177	59410
michaelgove	539849453	RossThomsonMSP	2122	734	9045
michaelgove	15348883	MrHarryCole	59741	4036	107960
michaelgove	1548391070	NickBolesMP	10671	433	723
michaelgove	34940114	NickyMorgan01	43071	764	7542
michaelgove	3005893073	AlbertoCostaMP	1887	198	914
michaelgove	20229729	annietrev	4819	2525	14370
michaelgove	85794542	DanielJHannan	91821	500	12135
