user_screen_name	friend_id	friend_screen_name	friends_#followers	friends_#followings	friends_#statuses
David_Cameron	328576792	DrPhillipLeeMP	7740	111	2398
David_Cameron	368314502	GWilliamsonMP	6180	450	788
David_Cameron	101712079	Freeman_George	15448	4386	18787
David_Cameron	399365200	olivercolvile	7875	864	3185
David_Cameron	309587728	AndrewBridgenMP	10175	1124	920
David_Cameron	60738400	Richard4Watford	8419	755	1624
David_Cameron	806388620	AJonesMP	7888	1974	1106
David_Cameron	121127090	nadhimzahawi	17359	1574	12889
David_Cameron	593650130	CWhittakerMP	7075	7246	4890
David_Cameron	460401829	sarahwollaston	28528	931	11370
David_Cameron	303707744	mikefreermp	8535	434	3778
David_Cameron	25097735	DouglasCarswell	52018	1365	35487
David_Cameron	44548822	MaryMacleodUK	10775	6531	5137
David_Cameron	250311545	JTomlinsonMP	11792	1318	4690
David_Cameron	20424362	StuartAndrew	10773	331	7267
David_Cameron	728039018	juliansmithmp	7041	2915	6060
David_Cameron	11564602	sbrine	7142	1765	3673
David_Cameron	223552246	stephen_mosley	6317	1951	8096
David_Cameron	80943076	chhcalling	11985	114	6541
David_Cameron	14284260	RobertBuckland	12044	4070	8477
David_Cameron	86192099	JamesGrayMP	9218	90	726
David_Cameron	166598394	ChrisPincher	10312	549	8354
David_Cameron	38281180	andrealeadsom	55495	746	3282
David_Cameron	20356313	nickdebois	13700	4293	28476
David_Cameron	19177609	HBaldwinMP	13833	3019	10629
David_Cameron	429751008	Mark_J_Harper	6350	307	1010
David_Cameron	211994193	RuthDavidsonMSP	74636	606	13502
David_Cameron	759067032	murrisonMP	4831	1089	2573
David_Cameron	34940114	NickyMorgan01	43071	764	7542
David_Cameron	237700394	JoJohnsonMP	15956	499	943
David_Cameron	125270251	GregHands	16293	2407	17157
David_Cameron	312758175	AnneMiltonMP	9116	613	3773
David_Cameron	130085607	nickhurdrnp	5849	16	273
David_Cameron	386776248	NorwichChloe	12800	341	3712
David_Cameron	18096679	edvaizey	36091	1231	17766
David_Cameron	47916280	S_Hammond	5667	645	2851
David_Cameron	19589280	DavidMundellDCT	8810	520	1839
David_Cameron	114704539	AlanDuncanMP	11019	64	336
David_Cameron	288723364	GregBarkerUK	21010	2073	5950
David_Cameron	119074643	RichardBenyonMP	10370	341	2495
David_Cameron	16884084	BrandonLewis	20125	1941	29801
David_Cameron	65357102	trussliz	28297	981	3291
David_Cameron	24727170	HelenGrantMP	13544	844	3114
David_Cameron	92498317	JBrokenshire	13561	1483	1793
David_Cameron	224655400	gregclarkmp	17735	271	720
David_Cameron	496278040	DLidington	13219	1773	7282
David_Cameron	245513323	SayeedaWarsi	121554	1015	4156
David_Cameron	14104027	grantshapps	85632	12550	7984
David_Cameron	16970757	DavidJonesMP	10367	199	409
David_Cameron	830775721	Maria_MillerMP	13198	799	3153
David_Cameron	58836363	EricPickles	42973	339	4716
David_Cameron	14700117	MayorofLondon	2372956	3086	6065
David_Cameron	122994639	WilliamJHague	297501	404	4161
David_Cameron	112398730	Jeremy_Hunt	92251	336	2429
David_Cameron	14281853	Conservatives	222690	1631	12126
